"id","name","description"
1412,[隨機送6包]SUNTORY三得利 Liftage麗芙緹PG-EX ,"[隨機送6包]SUNTORY三得利 Liftage麗芙緹PG-EX | 逆齡/美肌美顏 | 逆齡/美肌美顏,美體/美顏,養生/保健/美體/醫療,[隨機送6包]SUNTORY三得利 Liftage麗芙緹PG-EX [隨機送6包]SUNTORY三得利 Liftage麗芙緹PG-EX,逆齡/美肌美顏,蛋白聚醣X膠原蛋白完美組合，實現飽滿向上新感受！;嚴選8種美容精華，劃時代奢"
1413,《BLOMUS》不鏽鋼捲筒衛生紙架 ,"《BLOMUS》不鏽鋼捲筒衛生紙架 | 衛浴收納 | 衛浴收納,收納,家具/床墊/寢具/家飾,《BLOMUS》不鏽鋼捲筒衛生紙架 《BLOMUS》不鏽鋼捲筒衛生紙架,衛浴收納,適浴廁捲筒衛生紙;固定牆面不占空間;可避免衛生紙滾出;簡約設計方便補充;質感髮絲紋不鏽鋼"
3658,輝葉 鋁合金新平板跑步機HY-20607(馬達五年保固) ,"輝葉 鋁合金新平板跑步機HY-20607(馬達五年保固) | 跑步機/健走機 | 跑步機/健走機,健身瑜珈器材,運動/休閒/健身/戶外,輝葉 鋁合金新平板跑步機HY-20607(馬達五年保固) 輝葉 鋁合金新平板跑步機HY-20607(馬達五年保固),跑步機/健走機,鋁合金強韌機身;彈性吸震設計 油壓升降安全扶手;42cm寬跑帶10km高速暢跑;100"
1414,無袖洋裝--夏日森林系波西米亞風印花細肩帶百褶下襬連身裙(紅XL-4L)-D448眼圈熊中大尺碼 ,"無袖洋裝--夏日森林系波西米亞風印花細肩帶百褶下襬連身裙(紅XL-4L)-D448眼圈熊中大尺碼 | 小洋裝 | 小洋裝,中大尺碼下著/洋裝,女裝/男裝/牛仔休閒,無袖洋裝--夏日森林系波西米亞風印花細肩帶百褶下襬連身裙(紅XL-4L)-D448眼圈熊中大尺碼 無袖洋裝--夏日森林系波西米亞風印花細肩帶百褶下襬連身裙(紅XL-4L)-D448眼圈熊中大尺碼,小洋裝,■透氣網紗面料;■熱情波西米亞風印花;■細肩帶呈現夏日"
1415,【美濃正宗X贈果乾乙包】3斤X4箱 產銷履歷橙蜜香小番茄 (美濃橙蜜香 小番茄 產銷履歷) ,"【美濃正宗X贈果乾乙包】3斤X4箱 產銷履歷橙蜜香小番茄 (美濃橙蜜香 小番茄 產銷履歷) | 蔬果 | 蔬果,生鮮食品,食品/飲料/零食/生鮮,【美濃正宗X贈果乾乙包】3斤X4箱 產銷履歷橙蜜香小番茄 (美濃橙蜜香 小番茄 產銷履歷) 【美濃正宗X贈果乾乙包】3斤X4箱 產銷履歷橙蜜香小番茄 (美濃橙蜜香 小番茄 產銷履歷),蔬果,碩大飽滿,橙黃色果皮光滑香氣足;熬過寒冷最低溫,冬天出品更香甜"
1416,Acer A315-55G-52PA 15吋筆電(i5-10210U/MX230/4G/256G SSD/Aspire 3/黑) ,"Acer A315-55G-52PA 15吋筆電(i5-10210U/MX230/4G/256G SSD/Aspire 3/黑) | Acer Aspire 系列 | Acer Aspire 系列,效能筆電,筆記型電腦,電腦/電競/遊戲/週邊,Acer A315-55G-52PA 15吋筆電(i5-10210U/MX230/4G/256G SSD/Aspire 3/黑) Acer A315-55G-52PA 15吋筆電(i5-10210U/MX230/4G/256G SSD/Aspire 3/黑),Acer Aspire 系列,"
1417,AIRMATE艾美特 14吋 16段速微電腦遙控DC直流電風扇 AS35130R ,"AIRMATE艾美特 14吋 16段速微電腦遙控DC直流電風扇 AS35130R | 電風扇 | 電風扇,空調設備,家電/電視/冷氣/冰箱,AIRMATE艾美特 14吋 16段速微電腦遙控DC直流電風扇 AS35130R AIRMATE艾美特 14吋 16段速微電腦遙控DC直流電風扇 AS35130R,電風扇,大按鍵設計、無段飛梭控制鈕;機身加高設計，吹拂更廣;原生塑料，耐用抗老"
1418,CHLOE太陽眼鏡 方形 金屬造型-金色 CE126S-784 ,"CHLOE太陽眼鏡 方形 金屬造型-金色 CE126S-784 | 太陽眼鏡/墨鏡 | 太陽眼鏡/墨鏡,名牌眼鏡,精品,精品/黃金/珠寶/手錶,CHLOE太陽眼鏡 方形 金屬造型-金色 CE126S-784 CHLOE太陽眼鏡 方形 金屬造型-金色 CE126S-784,太陽眼鏡/墨鏡,版型建議: 適合亞洲人臉型 / 較無鼻梁不適因素(鼻距:18mm可調整);時尚造"
1419,(4入組) 臺灣製造 液化鋅 可水洗防護口罩 採用3M吸濕排汗專利-隨機出貨 ,"(4入組) 臺灣製造 液化鋅 可水洗防護口罩 採用3M吸濕排汗專利-隨機出貨 | 保潔墊 | 保潔墊,棉被/枕頭/保潔墊,家具/床墊/寢具/家飾,(4入組) 臺灣製造 液化鋅 可水洗防護口罩 採用3M吸濕排汗專利-隨機出貨 (4入組) 臺灣製造 液化鋅 可水洗防護口罩 採用3M吸濕排汗專利-隨機出貨,保潔墊,臺灣製造液化鋅防護口罩;3D人體工學立體剪裁;可重複水洗，防護力不減"
1420,【LTE版】Samsung Galaxy Watch 智慧型手錶 (42mm) R815 -午夜黑 ,"【LTE版】Samsung Galaxy Watch 智慧型手錶 (42mm) R815 -午夜黑 | 智慧型手錶/手環 | 智慧型手錶/手環,智慧穿戴,手機/相機/耳機/穿戴,【LTE版】Samsung Galaxy Watch 智慧型手錶 (42mm) R815 -午夜黑 【LTE版】Samsung Galaxy Watch 智慧型手錶 (42mm) R815 -午夜黑,智慧型手錶/手環,此為LTE版本x內置eSIM功能;多款具層"
1452,CHARMII CHIC 氣質鎖扣單肩小方包 ,"CHARMII CHIC 氣質鎖扣單肩小方包 | 斜/肩背包 | 斜/肩背包,流行女包,女鞋/男鞋/箱包/配件,CHARMII CHIC 氣質鎖扣單肩小方包 CHARMII CHIC 氣質鎖扣單肩小方包,斜/肩背包,IG夯包"
2267,AIRMATE艾美特 3段速USB文青立式手持電風扇 U501 雲杉綠 ,"AIRMATE艾美特 3段速USB文青立式手持電風扇 U501 雲杉綠 | 電風扇 | 電風扇,空調設備,家電/電視/冷氣/冰箱,AIRMATE艾美特 3段速USB文青立式手持電風扇 U501 雲杉綠 AIRMATE艾美特 3段速USB文青立式手持電風扇 U501 雲杉綠,電風扇,導流風罩，搭載七片葉設計;三檔風力，一鍵調節;U型底座設計，搭配止滑墊;待機最長"
1421,Ｑｕｅｅｎ Ｓｈｏｐ【01084810】花邊高領碎花長洋裝 兩色售 ＊現+預＊ ,"Ｑｕｅｅｎ Ｓｈｏｐ【01084810】花邊高領碎花長洋裝 兩色售 ＊現+預＊ | 長洋裝 | 長洋裝,流行服飾洋裝,女裝/男裝/牛仔休閒,Ｑｕｅｅｎ Ｓｈｏｐ【01084810】花邊高領碎花長洋裝 兩色售 ＊現+預＊ Ｑｕｅｅｎ Ｓｈｏｐ【01084810】花邊高領碎花長洋裝 兩色售 ＊現+預＊,長洋裝,精美的花邊領;搭配滿版的小碎花;完全氣質優雅滿點;大裙襬走起路來非常飄逸"
1422,澳洲Sunseeker泳裝抗UV防曬長袖泳衣-大男童上衣/萊姆黑4181021LIM ,"澳洲Sunseeker泳裝抗UV防曬長袖泳衣-大男童上衣/萊姆黑4181021LIM | 泳衣/泳帽/泳鏡 | 泳衣/泳帽/泳鏡,嬰幼童裝,婦幼/圖書/玩具/樂器,澳洲Sunseeker泳裝抗UV防曬長袖泳衣-大男童上衣/萊姆黑4181021LIM 澳洲Sunseeker泳裝抗UV防曬長袖泳衣-大男童上衣/萊姆黑4181021LIM,泳衣/泳帽/泳鏡,澳洲進口泳裝品牌;抗UV防曬泳衣布"
1423,anbao 安寶Hello Kitty檯燈 AB-7755A(純白Hello Kitty) ,"anbao 安寶Hello Kitty檯燈 AB-7755A(純白Hello Kitty) | 檯燈/照明燈具 | 檯燈/照明燈具,生活家電,家電/電視/冷氣/冰箱,anbao 安寶Hello Kitty檯燈 AB-7755A(純白Hello Kitty) anbao 安寶Hello Kitty檯燈 AB-7755A(純白Hello Kitty),檯燈/照明燈具,三種色溫功能，可按心情隨意調整;四段亮度控制按眼睛舒"
1424,MICHAEL KORS EMRY 滿版MK托特/肩背包(大/棕) ,"MICHAEL KORS EMRY 滿版MK托特/肩背包(大/棕) | 手提包/兩用包 | 手提包/兩用包,MICHAEL KORS,精品,精品/黃金/珠寶/手錶,MICHAEL KORS EMRY 滿版MK托特/肩背包(大/棕) MICHAEL KORS EMRY 滿版MK托特/肩背包(大/棕),手提包/兩用包,經典時尚 完美呈現;時髦優雅 兼具實用"
1426,[時時樂限定] Footer除臭襪-機能運動襪6雙入組 ,"[時時樂限定] Footer除臭襪-機能運動襪6雙入組 | 運動襪 | 運動襪,男襪,襪子,內衣/睡衣/塑身衣,[時時樂限定] Footer除臭襪-機能運動襪6雙入組 [時時樂限定] Footer除臭襪-機能運動襪6雙入組,運動襪,抑菌棉75%+彈性纖維25%;M (22-25cm);L (24-27cm);透氣、乾爽、舒適;"
1427,Dave Bella 胸前抓皺藍白碎花長袖洋裝 ,"Dave Bella 胸前抓皺藍白碎花長袖洋裝 | 洋裝/連身裙 | 洋裝/連身裙,嬰幼童裝,婦幼/圖書/玩具/樂器,Dave Bella 胸前抓皺藍白碎花長袖洋裝 Dave Bella 胸前抓皺藍白碎花長袖洋裝,洋裝/連身裙,運用經典的設計和粉嫩的色系，;Dave Bella品牌設計師創造出能夠充分展現寶貝獨特氣質的簡約款"
1428,美國Bounty廚房紙巾-隨意撕(110張)/捲 ,"美國Bounty廚房紙巾-隨意撕(110張)/捲 | 廚房紙巾 | 廚房紙巾,衛生紙,日用清潔/洗沐/美髮,美國Bounty廚房紙巾-隨意撕(110張)/捲 美國Bounty廚房紙巾-隨意撕(110張)/捲,廚房紙巾,●美國原裝進口;●創新隨意撕設計;●最強吸收力，耐久不易破;●吸水吸油力佳，不殘留棉絮"
1429,UNDER ARMOUR男短T-Shirt ,"UNDER ARMOUR男短T-Shirt | 上衣 | 上衣,運動男服,運動/休閒/健身/戶外,UNDER ARMOUR男短T-Shirt UNDER ARMOUR男短T-Shirt,上衣,排潮面料，有助於保持乾爽舒適"
1430,【SUN SPA】真 專利光能布 UPF50+ 遮陽防曬 濾光口罩 ,"【SUN SPA】真 專利光能布 UPF50+ 遮陽防曬 濾光口罩 | 一般口罩 | 一般口罩,口罩/抗菌,醫療/藥品,養生/保健/美體/醫療,【SUN SPA】真 專利光能布 UPF50+ 遮陽防曬 濾光口罩 【SUN SPA】真 專利光能布 UPF50+ 遮陽防曬 濾光口罩,一般口罩,非塗層 真 專利光學面料;過濾有害光 保留有益光;醫級無毒布/UPF50+抗UV;"
1431,日虎MIT超舒眠6D透氣涼墊-雙人二入組(可水洗 / 無甲醛 / 抑菌防蹣超透氣) ,"日虎MIT超舒眠6D透氣涼墊-雙人二入組(可水洗 / 無甲醛 / 抑菌防蹣超透氣) | 涼墊/發熱墊 | 涼墊/發熱墊,床墊/床架,家具/床墊/寢具/家飾,日虎MIT超舒眠6D透氣涼墊-雙人二入組(可水洗 / 無甲醛 / 抑菌防蹣超透氣) 日虎MIT超舒眠6D透氣涼墊-雙人二入組(可水洗 / 無甲醛 / 抑菌防蹣超透氣),涼墊/發熱墊,台灣製造;可水洗 無甲醛"
1432,古坑農會 加比山二合一即溶咖啡(10盒) ,"古坑農會 加比山二合一即溶咖啡(10盒) | 茶包/茶葉 | 茶包/茶葉,沖泡飲品/麥片,食品/飲料/零食/生鮮,古坑農會 加比山二合一即溶咖啡(10盒) 古坑農會 加比山二合一即溶咖啡(10盒),茶包/茶葉,精選巴西阿拉比卡種咖啡豆;咖啡中度烘培.挑動老饕的味蕾"
2633,魚池鄉農會 阿薩姆小茶餅(112g) ,"魚池鄉農會 阿薩姆小茶餅(112g) | 薄餅/煎餅/蘇打餅 | 薄餅/煎餅/蘇打餅,休閒零食糖果,食品/飲料/零食/生鮮,魚池鄉農會 阿薩姆小茶餅(112g) 魚池鄉農會 阿薩姆小茶餅(112g),薄餅/煎餅/蘇打餅,日月潭紅茶館出品;嚴選優良紅茶;紅茶香氣十足"
1455,SAMPO 聲寶100公升一級雙門冰箱SR-B10G ,"SAMPO 聲寶100公升一級雙門冰箱SR-B10G | 定頻300L以下 | 定頻300L以下,電冰箱,家電/電視/冷氣/冰箱,SAMPO 聲寶100公升一級雙門冰箱SR-B10G SAMPO 聲寶100公升一級雙門冰箱SR-B10G,定頻300L以下,全新髮絲銀門板外觀;直冷式出風設計;隱藏式把手;精緻水晶盤架設計;台灣製造"
1433,達努百貨 居家桌面多格收納盒 衛生紙盒紙巾盒 衛生紙收納盒 面紙盒【Z200332】 ,"達努百貨 居家桌面多格收納盒 衛生紙盒紙巾盒 衛生紙收納盒 面紙盒【Z200332】 | 化妝品/桌面小物 | 化妝品/桌面小物,收納,家具/床墊/寢具/家飾,達努百貨 居家桌面多格收納盒 衛生紙盒紙巾盒 衛生紙收納盒 面紙盒【Z200332】 達努百貨 居家桌面多格收納盒 衛生紙盒紙巾盒 衛生紙收納盒 面紙盒【Z200332】,化妝品/桌面小物,厚實PP加上清新竹木，造型素雅"
1434,【超值組】Canon IXUS 185 28mm廣角時尚隨身機(公司貨) ,"【超值組】Canon IXUS 185 28mm廣角時尚隨身機(公司貨) | 數位相機 | 數位相機,相機,手機/相機/耳機/穿戴,【超值組】Canon IXUS 185 28mm廣角時尚隨身機(公司貨) 【超值組】Canon IXUS 185 28mm廣角時尚隨身機(公司貨),數位相機,2000萬像素CCD影像感測器 ;DIGIC 4+數位影像處理器 ;28mm"
3659,Kanebo 佳麗寶 ALLIE EX UV高效防曬亮顏飾底乳N 60g ,"Kanebo 佳麗寶 ALLIE EX UV高效防曬亮顏飾底乳N 60g | 日系品牌 | 日系品牌,專櫃,醫美/保養/彩妝/香水,Kanebo 佳麗寶 ALLIE EX UV高效防曬亮顏飾底乳N 60g Kanebo 佳麗寶 ALLIE EX UV高效防曬亮顏飾底乳N 60g,日系品牌,SPF50+ PA++++;不含香料，強力耐汗、抗磨擦;不易脫妝守護肌膚遠離"
1437,【MISIA 米熙亞】無線北歐風超細微霧化USB夜燈加濕器(車充 香氛 香薰) ,"【MISIA 米熙亞】無線北歐風超細微霧化USB夜燈加濕器(車充 香氛 香薰) | 水氧機 | 水氧機,香氛,醫美/保養/彩妝/香水,【MISIA 米熙亞】無線北歐風超細微霧化USB夜燈加濕器(車充 香氛 香薰) 【MISIA 米熙亞】無線北歐風超細微霧化USB夜燈加濕器(車充 香氛 香薰),水氧機,無線設計隨身帶,車內 辦公桌;280ml大容量 不需一直加水;四小時自動"
1438,Livi優活柔拭紙巾(300張x30包)/箱 ,"Livi優活柔拭紙巾(300張x30包)/箱 | 衛生紙 | 衛生紙,衛生紙,日用清潔/洗沐/美髮,Livi優活柔拭紙巾(300張x30包)/箱 Livi優活柔拭紙巾(300張x30包)/箱,衛生紙,100% 原生紙漿，紙張不含螢光劑;原紙經450度超高溫瞬間殺菌乾燥處理，乾淨衛生好安全 ;採用人工培育速"
3667,顧三頓-和歌山水蜜桃x1盒(每盒12-15入約4kg±10%) ,"顧三頓-和歌山水蜜桃x1盒(每盒12-15入約4kg±10%) | 蔬果 | 蔬果,生鮮食品,食品/飲料/零食/生鮮,顧三頓-和歌山水蜜桃x1盒(每盒12-15入約4kg±10%) 顧三頓-和歌山水蜜桃x1盒(每盒12-15入約4kg±10%),蔬果,日本空運進口;季節限定;產量稀少且珍貴"
1439,Bref妙力  懸掛式馬桶清潔球50g*2_薰衣草香 ,"Bref妙力  懸掛式馬桶清潔球50g*2_薰衣草香 | 家用清潔劑 | 家用清潔劑,家用清潔,日用清潔/洗沐/美髮,Bref妙力  懸掛式馬桶清潔球50g*2_薰衣草香 Bref妙力  懸掛式馬桶清潔球50g*2_薰衣草香,家用清潔劑,每次沖水 自動清潔馬桶;預防內緣水垢生成;避免汙垢附著;持續散發清香達沖水*250次"
1440,(活動)KiKi食品雜貨 蔥油拌麵(5包/袋) ,"(活動)KiKi食品雜貨 蔥油拌麵(5包/袋) | 泡麵 | 泡麵,烹飪烘焙/食材,食品/飲料/零食/生鮮,(活動)KiKi食品雜貨 蔥油拌麵(5包/袋) (活動)KiKi食品雜貨 蔥油拌麵(5包/袋),泡麵,超熱銷品項;特製獨門醬料;嚴選台南手工日曬麵;舒淇的YouTube、FB、微博就是最佳證據！;無論去到世界"
1441,ASUS F571GT 15吋筆電 (i5-8300H/GTX1650/4G/1TB HDD+256G SSD/LapTop/星空黑) ,"ASUS F571GT 15吋筆電 (i5-8300H/GTX1650/4G/1TB HDD+256G SSD/LapTop/星空黑) | ASUS LapTop 系列 | ASUS LapTop 系列,效能筆電,筆記型電腦,電腦/電競/遊戲/週邊,ASUS F571GT 15吋筆電 (i5-8300H/GTX1650/4G/1TB HDD+256G SSD/LapTop/星空黑) ASUS F571GT 15吋筆電 (i5-8300H/GTX1650/4G/1TB HDD+256G SSD/LapTop/星空黑),ASUS LapTop "
1442,台南麻豆區農會 麻豆文旦蜂蜜柚子茶(800g) ,"台南麻豆區農會 麻豆文旦蜂蜜柚子茶(800g) | 養生沖泡飲品 | 養生沖泡飲品,沖泡飲品/麥片,食品/飲料/零食/生鮮,台南麻豆區農會 麻豆文旦蜂蜜柚子茶(800g) 台南麻豆區農會 麻豆文旦蜂蜜柚子茶(800g),養生沖泡飲品,100% 麻豆文旦果肉;無添加果糖、無添加高果糖、玉米糖漿、無添加防腐劑"
1443,COACH 專櫃款皮革/防刮手掛式長夾(多色選) ,"COACH 專櫃款皮革/防刮手掛式長夾(多色選) | 皮革清潔保養 | 皮革清潔保養,精品,精品/黃金/珠寶/手錶,COACH 專櫃款皮革/防刮手掛式長夾(多色選) COACH 專櫃款皮革/防刮手掛式長夾(多色選),皮革清潔保養,超高人氣款式;品牌識別度高"
1444,【LEIDOOE】女防曬外套-黃綠色(11026) ,"【LEIDOOE】女防曬外套-黃綠色(11026) | 外套 | 外套,女性戶外鞋服,運動/休閒/健身/戶外,【LEIDOOE】女防曬外套-黃綠色(11026) 【LEIDOOE】女防曬外套-黃綠色(11026),外套,夏日必備品;舒適有型好搭配;適合各類休閒與場合"
1446,【Apple 蘋果】Smart Keyboard 適用於12.9吋 iPad Pro第三代 ,"【Apple 蘋果】Smart Keyboard 適用於12.9吋 iPad Pro第三代 | Apple iPad Pro | Apple iPad Pro,平板保護殼套,平板/平板週邊,電腦/電競/遊戲/週邊,【Apple 蘋果】Smart Keyboard 適用於12.9吋 iPad Pro第三代 【Apple 蘋果】Smart Keyboard 適用於12.9吋 iPad Pro第三代,Apple iPad Pro,鍵盤式聰穎雙面夾，正背面全保護;適用i"
1447,ASUS ZenFone Max Pro(M2) ZB631KL (6G/64G) 6.3吋智慧手機 ,"ASUS ZenFone Max Pro(M2) ZB631KL (6G/64G) 6.3吋智慧手機 | 智慧型手機 | 智慧型手機,手機,手機/相機/耳機/穿戴,ASUS ZenFone Max Pro(M2) ZB631KL (6G/64G) 6.3吋智慧手機 ASUS ZenFone Max Pro(M2) ZB631KL (6G/64G) 6.3吋智慧手機,智慧型手機,6.3吋 FHD+追劇超震撼;高通 S660 "
1448,點睛品 Promessa 19分 同心結 18K玫瑰金鑽石項鍊 ,"點睛品 Promessa 19分 同心結 18K玫瑰金鑽石項鍊 | 點睛品 | 點睛品,鑽石項鍊/吊墜,鑽石,精品/黃金/珠寶/手錶,點睛品 Promessa 19分 同心結 18K玫瑰金鑽石項鍊 點睛品 Promessa 19分 同心結 18K玫瑰金鑽石項鍊,點睛品,將姻緣紅線編織成同心繩結;永結同心、浪漫迷人的愛情象徵;代表一生一世，訂結終生的承諾"
1449,送1000超贈點-(預購) HUAWEI華為 MateBook D15 15吋筆電(AMD R5 3500U/8G/1TB+256G SSD) ,"送1000超贈點-(預購) HUAWEI華為 MateBook D15 15吋筆電(AMD R5 3500U/8G/1TB+256G SSD) | 其他系列 | 其他系列,效能筆電,筆記型電腦,電腦/電競/遊戲/週邊,送1000超贈點-(預購) HUAWEI華為 MateBook D15 15吋筆電(AMD R5 3500U/8G/1TB+256G SSD) 送1000超贈點-(預購) HUAWEI華為 MateBook D15 15吋筆電(AMD R5 3500U/8G/1TB+256G SSD),其他系列,15."
1450,H:CONNECT 韓國品牌 女裝 - 雙扣造型高腰牛仔褲-藍 ,"H:CONNECT 韓國品牌 女裝 - 雙扣造型高腰牛仔褲-藍 | 長/短裙 | 長/短裙,專櫃女裝下著,女裝/男裝/牛仔休閒,H:CONNECT 韓國品牌 女裝 - 雙扣造型高腰牛仔褲-藍 H:CONNECT 韓國品牌 女裝 - 雙扣造型高腰牛仔褲-藍,長/短裙,自然水洗牛仔刷色;造型排扣增添設計感;高腰版型好搭顯瘦"
1451,NOV娜芙 防曬條霜SPF50+PA++++9g ,"NOV娜芙 防曬條霜SPF50+PA++++9g | 日系品牌 | 日系品牌,醫美保養,醫美/保養/彩妝/香水,NOV娜芙 防曬條霜SPF50+PA++++9g NOV娜芙 防曬條霜SPF50+PA++++9g,日系品牌,輕易塗抹的條霜型;高度遮瑕、撫平．修飾毛孔;不含紫外線吸收劑;可預防紫外線的低刺激性防曬條霜;易與膚"
1453,理膚寶水 青春潔膚凝膠 洗面乳 400ml La Roche-Posay 2入組 ,"理膚寶水 青春潔膚凝膠 洗面乳 400ml La Roche-Posay 2入組 | 歐美品牌 | 歐美品牌,醫美保養,醫美/保養/彩妝/香水,理膚寶水 青春潔膚凝膠 洗面乳 400ml La Roche-Posay 2入組 理膚寶水 青春潔膚凝膠 洗面乳 400ml La Roche-Posay 2入組,歐美品牌,法國空運直送;大容量更划算"
1456,【KISSDIAMOND】法式V領小雛菊碎花連衣裙(優雅/淑女風/氣質/KDD-6912) ,"【KISSDIAMOND】法式V領小雛菊碎花連衣裙(優雅/淑女風/氣質/KDD-6912) | 小洋裝 | 小洋裝,流行服飾洋裝,女裝/男裝/牛仔休閒,【KISSDIAMOND】法式V領小雛菊碎花連衣裙(優雅/淑女風/氣質/KDD-6912) 【KISSDIAMOND】法式V領小雛菊碎花連衣裙(優雅/淑女風/氣質/KDD-6912),小洋裝,飄逸垂墜氣質洋裝;優雅大方 溫柔小女人風;黃金比例設計剪裁"
1457,魚池鄉農會 香菇脆片-黑胡椒(90g) ,"魚池鄉農會 香菇脆片-黑胡椒(90g) | 果乾/蔬果脆片 | 果乾/蔬果脆片,瓜子/堅果/果乾,食品/飲料/零食/生鮮,魚池鄉農會 香菇脆片-黑胡椒(90g) 魚池鄉農會 香菇脆片-黑胡椒(90g),果乾/蔬果脆片,通過SGS檢驗合格，無添加防腐劑 ;純素可用 ;夾鏈袋設計"
1458,[時時樂限定] 美姬仕Medimix抗菌清潔組15入(岩蘭草皂100g*5+深綠皂75g*10) ,"[時時樂限定] 美姬仕Medimix抗菌清潔組15入(岩蘭草皂100g*5+深綠皂75g*10) | 手工皂/香皂 | 手工皂/香皂,身體清潔,日用清潔/洗沐/美髮,[時時樂限定] 美姬仕Medimix抗菌清潔組15入(岩蘭草皂100g*5+深綠皂75g*10) [時時樂限定] 美姬仕Medimix抗菌清潔組15入(岩蘭草皂100g*5+深綠皂75g*10),手工皂/香皂,岩蘭草抗菌;深綠皂清潔"
1459,Trimi8 強化版胺基纖(333粒/包) ,"Trimi8 強化版胺基纖(333粒/包) | 順暢窈窕 | 順暢窈窕,美體/美顏,養生/保健/美體/醫療,Trimi8 強化版胺基纖(333粒/包) Trimi8 強化版胺基纖(333粒/包),順暢窈窕,・首創22類胺基酸+L卡尼丁+CLA+藤黃果！;・熱賣八年、強化升級！;・實證百萬達成、快！你也可以！"
1460,【時時樂】GUCCI 經典GG Superme 老虎標誌綠紅色織帶帆布肩背/斜背包 ,"【時時樂】GUCCI 經典GG Superme 老虎標誌綠紅色織帶帆布肩背/斜背包 | GUCCI | GUCCI,精品,精品/黃金/珠寶/手錶,【時時樂】GUCCI 經典GG Superme 老虎標誌綠紅色織帶帆布肩背/斜背包 【時時樂】GUCCI 經典GG Superme 老虎標誌綠紅色織帶帆布肩背/斜背包,GUCCI,最經典熱賣款式;辨識度高GG LOGO;GG壓紋材質極佳;數量有"
1461,Marley No Bounds 無線防水藍牙喇叭 ,"Marley No Bounds 無線防水藍牙喇叭 | 音響/家庭劇院 | 音響/家庭劇院,音響劇院,家電/電視/冷氣/冰箱,Marley No Bounds 無線防水藍牙喇叭 Marley No Bounds 無線防水藍牙喇叭,音響/家庭劇院,國際 IP67 防水認證，上山下海免擔心 ;突破小尺寸喇叭技術，360度震撼音效 ;電力超長"
1462,pump任天堂Switch大容量收納保護包 可收納變壓器 Joy-Con握把 Pro控制器 ,"pump任天堂Switch大容量收納保護包 可收納變壓器 Joy-Con握把 Pro控制器 | Switch 週邊配件 | Switch 週邊配件,遊戲配件,電玩遊戲/主機,電腦/電競/遊戲/週邊,pump任天堂Switch大容量收納保護包 可收納變壓器 Joy-Con握把 Pro控制器 pump任天堂Switch大容量收納保護包 可收納變壓器 Joy-Con握把 Pro控制器,Switch 週邊配件,8.5公分加高大容量 網袋附拉鍊 方便收納線"
1463,Grace gift X Kerina-聯名雙帶套趾平底涼拖鞋 黑 ,"Grace gift X Kerina-聯名雙帶套趾平底涼拖鞋 黑 | 厚底 | 厚底,涼鞋/拖鞋,流行女鞋,女鞋/男鞋/箱包/配件,Grace gift X Kerina-聯名雙帶套趾平底涼拖鞋 黑 Grace gift X Kerina-聯名雙帶套趾平底涼拖鞋 黑,厚底,嚴選天然牛革真皮x進口布料訂製;簡約雙帶修飾,嶄露夏日美肌!;潮流套趾設計,更加服貼穩"
1464,泰山 純水(600mlx6入) ,"泰山 純水(600mlx6入) | 水 | 水,飲料,食品/飲料/零食/生鮮,泰山 純水(600mlx6入) 泰山 純水(600mlx6入),水,泰山純水7道堅持，為消費者層層把關;105˚高溫煮沸;純水無負擔、口感甘甜;新型專利不脫落蓋"
1465,集集農會 苦茶油500mlx5瓶 特價! ,"集集農會 苦茶油500mlx5瓶 特價! | 食用油 | 食用油,烹飪烘焙/食材,食品/飲料/零食/生鮮,集集農會 苦茶油500mlx5瓶 特價! 集集農會 苦茶油500mlx5瓶 特價!,食用油,獲台灣農漁會百大精品獎;採低溫冷壓方式淬取第一道初榨油;外觀呈現琥珀色清澈無雜質;已投保2000萬產品責任險"
1466,CASIO卡西歐 G-SHOCK 電波 藍牙 太陽能電力 蛙人錶 潛水級防水 GWF-A1000-1A_53.3mm ,"CASIO卡西歐 G-SHOCK 電波 藍牙 太陽能電力 蛙人錶 潛水級防水 GWF-A1000-1A_53.3mm | G-SHOCK | G-SHOCK,CASIO,手錶/時鐘,精品/黃金/珠寶/手錶,CASIO卡西歐 G-SHOCK 電波 藍牙 太陽能電力 蛙人錶 潛水級防水 GWF-A1000-1A_53.3mm CASIO卡西歐 G-SHOCK 電波 藍牙 太陽能電力 蛙人錶 潛水級防水 GWF-A1000-1A_53.3mm,G-SHOCK,卡西歐官方旗艦店;GWF-"
1467,Mollifix 零感FIT 輕體塑身衣 (黑) ,"Mollifix 零感FIT 輕體塑身衣 (黑) | 連身塑身 | 連身塑身,塑身/調整型,內衣/睡衣/塑身衣,Mollifix 零感FIT 輕體塑身衣 (黑) Mollifix 零感FIT 輕體塑身衣 (黑),連身塑身,無鋼圈零束縛 就像第二層肌膚;4/3罩杯 波波聚攏好集中;擁有最無壓零著的彈力舒適"
1468,舒潔萬用輕巧抽取衛生紙120抽x10包x10串 ,"舒潔萬用輕巧抽取衛生紙120抽x10包x10串 | 衛生紙 | 衛生紙,衛生紙,日用清潔/洗沐/美髮,舒潔萬用輕巧抽取衛生紙120抽x10包x10串 舒潔萬用輕巧抽取衛生紙120抽x10包x10串,衛生紙,‧理想品牌第一名 ;‧萬用尺寸，隨處適用 ;‧紙張大小剛剛好 ;‧棉柔觸感"
